movement_month,reference,description,color_normalized,product_key,opening_balance,opening_stock_qty,imports_qty,sales_qty,returns_adjustments_qty,other_qty_in,other_qty_out,net_change,closing_balance,calculated_closing_balance,has_negative_closing_balance,has_month_movement,movement_rows,first_movement_month,last_movement_month
2026-02,020101,LICRA FRIA 200 GR,MENTA BEBE,020101|MENTA BEBE,45.5,0.0,0.0,45.5,0.0,0.0,0.0,-45.5,0.0,0.0,False,True,1.0,2025-12,2026-02
2026-03,020101,LICRA FRIA 200 GR,MENTA BEBE,020101|MENTA BEBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,2025-12,2026-02
2026-04,020101,LICRA FRIA 200 GR,MENTA BEBE,020101|MENTA BEBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,2025-12,2026-02
2026-05,020101,LICRA FRIA 200 GR,MENTA BEBE,020101|MENTA BEBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,2025-12,2026-02
2026-06,020101,LICRA FRIA 200 GR,MENTA BEBE,020101|MENTA BEBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,2025-12,2026-02
2025-12,020101,LICRA FRIA 200 GR,NEGRO,020101|NEGRO,0.0,7145.3,0.0,0.0,0.0,0.0,0.0,7145.3,7145.3,7145.3,False,True,303.0,2025-12,2026-06
2026-01,020101,LICRA FRIA 200 GR,NEGRO,020101|NEGRO,7145.3,0.0,0.0,867.4,0.0,0.0,0.0,-867.4,6277.900000000001,6277.900000000001,False,True,1.0,2025-12,2026-06
2026-02,020101,LICRA FRIA 200 GR,NEGRO,020101|NEGRO,6277.900000000001,0.0,0.0,245.2,0.0,0.0,0.0,-245.2,6032.7,6032.700000000001,False,True,1.0,2025-12,2026-06
2026-03,020101,LICRA FRIA 200 GR,NEGRO,020101|NEGRO,6032.7,0.0,4477.8,221.9,0.0,0.0,0.0,4255.900000000001,10288.6,10288.6,False,True,211.0,2025-12,2026-06
2026-04,020101,LICRA FRIA 200 GR,NEGRO,020101|NEGRO,10288.6,0.0,0.0,1179.8,0.0,0.0,0.0,-1179.8,9108.800000000001,9108.800000000001,False,True,1.0,2025-12,2026-06
