reference,color_normalized,product_key,descriptions,first_movement_date,last_movement_date,total_qty_in,total_qty_out,current_net_qty,movement_rows,sources
070202,ROJO,070202|ROJO,TELA DUBAI SOFT,2026-03-26,2026-06-30,1053.4,674.4,379.0,48,receipts | sales
070202,VERDE BOTELLA,070202|VERDE BOTELLA,TELA DUBAI SOFT,2026-03-26,2026-06-30,535.1,358.9,176.2,25,receipts | sales
070203,ARENA,070203|ARENA,RIB DUBAI SOFT,2026-03-26,2026-06-30,103.3,36.7,66.6,5,receipts | sales
070203,BLANCO,070203|BLANCO,RIB DUBAI SOFT,2026-03-26,2026-06-30,162.0,63.7,98.3,5,receipts | sales
070203,CEMENTO,070203|CEMENTO,RIB DUBAI SOFT,2026-03-26,2026-05-31,29.5,16.3,13.2,4,receipts | sales
070203,CHOCOLATE,070203|CHOCOLATE,RIB DUBAI SOFT,2026-03-26,2026-06-30,71.1,22.8,48.3,5,receipts | sales
070203,IVORY,070203|IVORY,RIB DUBAI SOFT,2026-03-26,2026-06-30,156.4,92.5,63.9,4,receipts | sales
070203,KAKY,070203|KAKY,RIB DUBAI SOFT,2026-03-26,2026-05-31,183.4,22.6,160.8,4,receipts | sales
070203,NEGRO,070203|NEGRO,RIB DUBAI SOFT,2026-03-26,2026-06-30,371.3,129.7,241.60000000000002,5,receipts | sales
070203,PALO DE ROSA,070203|PALO DE ROSA,RIB DUBAI SOFT,2026-03-26,2026-05-31,31.2,7.5,23.7,3,receipts | sales
070203,RATA,070203|RATA,RIB DUBAI SOFT,2026-03-26,2026-06-30,30.2,12.2,18.0,3,receipts | sales
070203,ROJO,070203|ROJO,RIB DUBAI SOFT,2026-03-26,2026-06-30,71.0,37.1,33.9,5,receipts | sales
070203,VERDE BOTELLA,070203|VERDE BOTELLA,RIB DUBAI SOFT,2026-03-26,2026-06-30,30.7,17.9,12.799999999999999,4,receipts | sales
070301,ARENA,070301|ARENA,RIB GOLDEN TOUCH,2026-03-27,2026-05-31,102.7,48.4,54.300000000000004,4,receipts | sales
070301,BLANCO,070301|BLANCO,RIB GOLDEN TOUCH,2026-03-27,2026-06-30,163.5,80.8,82.7,5,receipts | sales
070301,CEMENTO,070301|CEMENTO,RIB GOLDEN TOUCH,2026-03-27,2026-05-31,36.4,23.0,13.4,4,receipts | sales
070301,CHOCOLATE,070301|CHOCOLATE,RIB GOLDEN TOUCH,2026-03-27,2026-05-31,70.9,19.299999999999997,51.6,4,receipts | sales
070301,IVORY,070301|IVORY,RIB GOLDEN TOUCH,2026-03-27,2026-06-30,145.1,73.9,71.19999999999999,5,receipts | sales
070301,KAKY,070301|KAKY,RIB GOLDEN TOUCH,2026-03-27,2026-05-31,165.5,48.3,117.2,4,receipts | sales
070301,NEGRO,070301|NEGRO,RIB GOLDEN TOUCH,2026-03-27,2026-06-30,362.2,113.3,248.89999999999998,5,receipts | sales
070301,PALO DE ROSA,070301|PALO DE ROSA,RIB GOLDEN TOUCH,2026-03-27,2026-05-31,26.8,13.3,13.5,4,receipts | sales
070301,RATA,070301|RATA,RIB GOLDEN TOUCH,2026-03-27,2026-05-31,26.099999999999998,21.3,4.799999999999999,4,receipts | sales
070301,ROJO,070301|ROJO,RIB GOLDEN TOUCH,2026-03-27,2026-05-31,66.8,31.9,34.9,4,receipts | sales
070301,VERDE BOTELLA,070301|VERDE BOTELLA,RIB GOLDEN TOUCH,2026-03-27,2026-05-31,37.0,24.3,12.699999999999996,4,receipts | sales
070303,ARENA,070303|ARENA,TELA GOLDEN TOUCH,2026-03-27,2026-05-31,1795.4,1103.2,692.2,80,receipts | sales
070303,BLANCO,070303|BLANCO,TELA GOLDEN TOUCH,2026-03-27,2026-06-30,2763.8,1514.9,1248.8999999999999,127,receipts | sales
070303,CEMENTO,070303|CEMENTO,TELA GOLDEN TOUCH,2026-03-27,2026-05-31,533.6,478.5,55.09999999999999,25,receipts | sales
070303,CHOCOLATE,070303|CHOCOLATE,TELA GOLDEN TOUCH,2026-03-27,2026-05-31,1057.5,595.9,461.6,47,receipts | sales
070303,IVORY,070303|IVORY,TELA GOLDEN TOUCH,2026-03-27,2026-06-30,2710.8,1651.1000000000001,1059.6999999999998,125,receipts | sales
070303,KAKY,070303|KAKY,TELA GOLDEN TOUCH,2026-03-27,2026-05-31,2786.9,1201.2,1585.7,125,receipts | sales
070303,NEGRO,070303|NEGRO,TELA GOLDEN TOUCH,2026-03-27,2026-06-30,5631.3,2264.2000000000003,3367.1,244,receipts | sales
070303,PALO DE ROSA,070303|PALO DE ROSA,TELA GOLDEN TOUCH,2026-03-27,2026-05-31,545.6,279.6,266.0,25,receipts | sales
070303,RATA,070303|RATA,TELA GOLDEN TOUCH,2026-03-27,2026-05-31,517.1,391.70000000000005,125.39999999999998,25,receipts | sales
070303,ROJO,070303|ROJO,TELA GOLDEN TOUCH,2026-03-27,2026-05-31,988.3,585.1,403.2,47,receipts | sales
070303,VERDE BOTELLA,070303|VERDE BOTELLA,TELA GOLDEN TOUCH,2026-03-27,2026-05-31,513.9,494.8,19.1,25,receipts | sales
510101,BLANCO,510101|BLANCO,TIPO B PERUANA 200 GR,2025-12-31,2025-12-31,40.43,0.0,40.43,2,opening
510101,CEMENTO,510101|CEMENTO,TIPO B PERUANA 200 GR,2025-12-31,2025-12-31,97.7,0.0,97.7,5,opening
510101,ROJO,510101|ROJO,TIPO B PERUANA 200 GR,2025-12-31,2025-12-31,6.6,0.0,6.6,1,opening
510101,ROSADO VIVO,510101|ROSADO VIVO,TIPO B PERUANA 200 GR,2025-12-31,2025-12-31,37.8,0.0,37.8,2,opening
510101,STONE,510101|STONE,TIPO B PERUANA 200 GR,2025-12-31,2025-12-31,4.9,0.0,4.9,1,opening
510102,KAKY,510102|KAKY,TIPO B PERUANA 250 GR,2025-12-31,2025-12-31,16.8,0.0,16.8,1,opening
510102,STONE,510102|STONE,TIPO B PERUANA 250 GR,2025-12-31,2025-12-31,10.0,0.0,10.0,1,opening
520101,BLANCO,520101|BLANCO,TIPO B LICRA FRIA 200 GR,2025-12-31,2026-02-28,106.3,90.0,16.299999999999997,7,opening | sales
520101,KAKY,520101|KAKY,TIPO B LICRA FRIA 200 GR,2025-12-31,2026-02-28,23.3,23.3,0.0,2,opening | sales
520102,ARENA,520102|ARENA,TIPO B LICRA FRIA 240 GR,2025-12-31,2026-02-28,21.8,21.8,0.0,2,opening | sales
520102,AZUL CLARO,520102|AZUL CLARO,TIPO B LICRA FRIA 240 GR,2025-12-31,2026-02-28,10.2,10.2,0.0,2,opening | sales
520102,BLANCO,520102|BLANCO,TIPO B LICRA FRIA 240 GR,2025-12-31,2026-02-28,79.6,17.5,62.099999999999994,5,opening | sales
520102,KAKY,520102|KAKY,TIPO B LICRA FRIA 240 GR,2025-12-31,2026-02-28,23.9,23.9,0.0,2,opening | sales
520102,LILA,520102|LILA,TIPO B LICRA FRIA 240 GR,2025-12-31,2026-02-28,22.4,22.4,0.0,2,opening | sales
520104,ROSADO,520104|ROSADO,TIPO B LICRA FRIA 170 GR,2025-12-31,2026-02-28,28.3,28.3,0.0,2,opening | sales
540101,BLANCO,540101|BLANCO,TIPO B PIMA PLUS,2025-12-31,2025-12-31,20.0,0.0,20.0,1,opening
540101,CIELO,540101|CIELO,TIPO B PIMA PLUS,2025-12-31,2025-12-31,25.5,0.0,25.5,1,opening
